city,country,latitude,longitude
Moose Factory,Canada,51.2602173,-80.6032819
Pskov,Russia,57.8173923,28.3343465
Nelson,Canada,49.494891,-117.290039
Terrace Bay,Canada,48.782437,-87.102356
Gilbert Plains,Canada,51.16094935,-100.4379743105765
St. Catharines,Canada,43.1579812,-79.2441003
Cologne,Germany,50.938361,6.959974
Nousiainen,Finland,60.5992408,22.0840745
Sudbury,Canada,46.49272,-80.991211
Taschereau,Canada,48.6626064,-78.6830135
Kamloops,Canada,50.6758269,-120.339415
North York,Canada,43.7543311,-79.449109096412
Luck,Russia,55.7312815,37.5896442
Tver,Russia,56.8596713,35.89524161906262
Ile Bizard,Canada,45.4934398,-73.8754216
Kirkland Lake,Canada,48.154177,-80.031281
Quebec City,Canada,46.8137431,-71.2084061
Mimico,Canada,43.6166773,-79.4968048
Pembroke,Canada,45.8209741,-77.1115433
Cole Harbour,Canada,45.2593736,-61.2699661
Oxbow,Canada,49.2298181,-102.173666
Ripon,Canada,45.7831185,-75.0997632
Callander,Canada,46.222603,-79.365234
Oakville,Canada,43.447436,-79.666672
Freiburg,Germany,47.9960901,7.8494005
Birmingham,United Kingdom,52.4796992,-1.9026911
Karlstad,Sweden,59.3809146,13.5027631
Lindsay,Canada,44.3551266,-78.7369939
Magnitogorsk,Russia,53.4242184,58.983136
Peterborough,Canada,44.3048009,-78.3199496
Val Marie,Canada,49.2714981,-107.8311333
Floral,Canada,49.2420609,-123.1137677356512
Timmins,Canada,48.477473,-81.330414
Nynashamn,Sweden,58.9056457,17.9470987
Korkino,Russia,54.889923,61.407963
Weston,Canada,43.7001711,-79.5162093
Ostervala,Sweden,60.1809325,17.1780842
Waterloo,Canada,43.4652699,-80.5222961
Ornskoldsvik,Sweden,63.2888613,18.7160209
Skalica,Slovakia,48.8461007,17.2287837
Trois-Rivieres,Canada,46.3432325,-72.5428485
Ste. Foy,Canada,46.7679035,-71.3082412
Novokuznetsk,Russia,53.7575903,87.1358494
Pointe Gatineau,Canada,45.4733181,-75.6728979
Bratislava,Slovakia,48.15926025,17.139658691421687
Bromma,Sweden,59.339769,17.9395411
Levack,Canada,46.6394749,-81.3902774
Kelvington,Canada,52.1643973,-103.5228082
Cornwall,Canada,45.0469989,-74.7333845
Parry Sound,Canada,45.6675279,-80.1055284
Big River,Canada,53.833333,-107.033333
Lac St-Jean,Canada,48.583335950000006,-72.00487965419292
Hay River,Canada,60.8155874,-115.7866099
Viking,Canada,53.0972884,-111.7771466
Stara Lubovna,Slovakia,49.3001533,20.6889231
Jakobstad,Finland,63.6744703,22.7055385
Thunder Bay,Canada,49.809661,-88.4811791
Noranda,Canada,48.2476658,-79.0170766
Petrolia,Canada,42.882002,-82.149582
Togliatti,Russia,53.5149884,49.4073316
Maykop,Russia,44.6062079,40.104053
Tampere,Finland,61.4980214,23.7603118
Aneroid,Canada,49.7171052,-107.292461
Victoriaville,Canada,46.0554948,-71.9598586
Lanigan,Canada,51.8457609,-105.033137
Sverdlovsk,Russia,56.839104,60.60825
Gothenburg,Sweden,57.7072326,11.9670171
Vermillion,Canada,65.0858272,-126.1740454
Marsta,Sweden,58.9562355,17.7822689
Speers,Canada,52.7065402,-107.558713
New Glasgow,Canada,45.5869474,-62.6483547
North Sydney,Canada,46.2105845,-60.2470914
Summerside,Canada,46.394259,-63.7892386
Njurunda,Sweden,62.21136009999999,17.682616115817595
Cap-Rouge,Canada,46.747389,-71.352425
Ste-Emile,Canada,45.4254714,-73.9272821
Duncan,Canada,48.7786872,-123.7080446
Trencin,Slovakia,48.8922719,18.0387465
Boden,Sweden,65.8275004,21.6964105
Stockport,United Kingdom,53.407901,-2.160243
Provost,Canada,52.4137383,-110.639576
Newmarket,Canada,44.056258,-79.461708
Foam Lake,Canada,47.7415308,-84.87281226045326
Kramfors,Sweden,62.916667,17.666667
Buckingham,Canada,45.5864671,-75.4168252
Grostenquin,France,48.98003,6.7396767
Earlton,Canada,47.7105065,-79.8206953
Huddinge,Sweden,59.216667,18.0
Birtle,Canada,50.4218411,-101.0462012
Herisau,Switzerland,47.38555,9.2787571
Sokolce,Slovakia,47.8533391,17.827214
Mitchell,Canada,43.467942,-81.197899
Whitby,Canada,43.87982,-78.9421751
Topolcany,Slovakia,48.5594345,18.1754394
Krasnojarsk,Russia,56.0091173,92.872586
Yaroslavl,Russia,57.6263877,39.8933705
Puslinch,Canada,43.47750295,-80.11377014121024
Port Colborne,Canada,42.8862392,-79.2513905
Kuopio,Finland,62.82411705,27.593200574793077
Yakutsk,Russia,62.0274078,129.7319787
Sundsvall,Sweden,62.3907552,17.3071024
Most,Slovakia,48.4671235,22.0162992
Hauho,Finland,61.1751591,24.5649152
Banff,Canada,51.175076,-115.5720773
Viersen,Germany,51.2562118,6.3905476
Granby,Canada,45.3990409,-72.721834
North Bay,Canada,46.3092115,-79.4607617
Rauma,Finland,61.1289148,21.5039401
Delisle,Canada,48.6020438,-71.6244396
Moose Jaw,Canada,50.401515,-105.542908
Kincardine,Canada,44.1776378,-81.6348713
Voskresensk,Russia,55.322518,38.6816824
South Porcupine,Canada,48.4850936,-81.2087005
Hodonin,Slovakia,48.8425023,17.1427666
Asuncion,Paraguay,-25.2800459,-57.6343814
Pitea,Sweden,65.3134652,21.4900252
Lappeenranta,Finland,61.0583713,28.1862742
Skelleftea,Sweden,64.7520185,20.959339
Flin Flon,Canada,54.76653095,-101.84091676108764
Dubnica,Slovakia,48.9072778,20.4652075
St. Boniface,Canada,46.505246,-72.828712
Solleftea,Sweden,63.383333,16.916667
Ufa,Russia,54.7261409,55.947499
Pontiac,Canada,46.5896034,-77.2781003
Wakaw,Canada,52.6499347,-105.735836
Merritt,Canada,50.1124876,-120.7884149
Stoughton,Canada,49.6794164,-103.0261084
Ostersund,Sweden,63.1793655,14.6357061
Farran's Point,Canada,44.978714,-75.0004199
Repentigny,Canada,45.7326055,-73.4528307
Ludvika,Sweden,60.2,14.833333
Kiev,Russia,55.7431194,37.56541641043117
Blackburn,Canada,48.3973182,-72.0785593
Perth,Canada,43.4935991,-81.0164111
Kindersley,Canada,51.4687094,-109.1581355
Pincourt,Canada,45.371202,-73.986053
Radomsko,Poland,51.0674769,19.4446109
Shawinigan,Canada,46.5396581,-72.7518637
Hearst,Canada,49.690732,-83.666382
Praha,Czechia,50.0874654,14.4212535
Jesenice,Slovenia,46.4323726,14.062333
Sorel,Canada,46.044404,-73.104744
Bonavista,Canada,48.6541763,-53.110338
Wallaceburg,Canada,42.5928652,-82.3873866
Joliette,Canada,46.0239798,-73.4419936
Vetlanda,Sweden,57.36554305,15.167830505066156
Beeton,Canada,44.0789618,-79.784557
Villach,Austria,46.6167284,13.8500268
Osterhaninge,Sweden,59.1274727,18.1666192
Strathroy,Canada,42.966146,-81.59100834347846
Valleyfield,Canada,46.1293847,-62.7358361
Sundbyberg,Sweden,59.3628802,17.9681359
Bentley,Canada,52.4685411,-114.04327725
Collingwood,Canada,44.5027226,-80.2172379
Gavle,Sweden,60.6750132,17.1467019
St. Gallen,Switzerland,47.425618,9.3762397
Smithers,Canada,54.7792074,-127.1760991
Canora,Canada,51.6361187,-102.430794
Espoo,Finland,60.2047672,24.6568435
Medicine Hat,Canada,50.04303,-110.679016
Renfrew,Canada,45.7300564,-77.2793698
Neudorf,Canada,50.7136022,-103.0120907
Falconbridge,Canada,46.5765483,-80.8102233
Carlyle,Canada,49.6337518,-102.2669689
Ponoka,Canada,52.6794142,-113.5871706
Fort Saskatchewan,Canada,53.7128571,-113.2148942
Cobourg,Canada,43.9595998,-78.1677784
Chicoutimi,Canada,48.3370248,-71.12352613559267
Ancienne-Lorette,Canada,46.8063745,-71.3584717
Major,Canada,51.8726933,-109.6164202
Karlskoga,Sweden,59.3291667,14.5176911
Pont-Rouge,Canada,46.756563,-71.697807
Balakovo,Russia,52.01812,47.819141
Teplice,Slovakia,49.1441354,19.6288057
Ellesmere,United Kingdom,52.9074234,-2.8938664
Grums,Sweden,59.45,13.083333
Humboldt,Canada,52.1974125,-105.11711870865577
High Prairie,Canada,55.4358916,-116.4894792
Smiths Falls,Canada,44.9013316,-76.0212062
Winkler,Canada,49.187089,-97.937622
Schumacher,Canada,48.4768905,-81.2982223
Kosice,Slovakia,48.7172272,21.2496774
Montmorency,Canada,45.5583531,-73.7215179
Fort Erie,Canada,42.91308,-78.918611
Martin,Slovakia,49.0724921,18.929193
Barrie,Canada,44.3893208,-79.6901302
Whitehorse,Canada,60.721571,-135.054932
Halkirk,Canada,52.2832118,-112.1537728
Pointe-Claire,Canada,45.4566767,-73.8067442
Tabor,Slovakia,48.6980322,18.2129134
Meadow Lake,Canada,54.13026,-108.435059
Brig,Switzerland,46.2845584,8.02942282014046
St-Jerome,Canada,42.30196545,-82.97671201442603
Asbestos,Canada,45.776623,-71.932297
High River,Canada,50.5801916,-113.8709332
Kenora,Canada,54.0245941,-89.1618188
Temiscamingue,Canada,47.0904528,-78.59247
Taber,Canada,49.8895343,-112.0488074
Minsk,Belarus,53.9024716,27.5618225
Banska Bystrica,Slovakia,48.7383895,19.1585805
Woodbridge,Canada,43.7848982,-79.5923855
Spruce Grove,Canada,53.545204,-113.903503
St. Albert,Canada,53.633239,-113.628845
Cherepovets,Russia,59.128696,37.916389
Bristol,Canada,45.5182488,-76.4161209
Coniston,Canada,46.4867024,-80.8496581
Poplar Point,Canada,46.2804813,-62.4887595
Sollentuna,Sweden,59.4293164,17.9500556
Saint-Jerome,Canada,45.775426,-74.013176
Dorchester,Canada,45.8992863,-64.5170033
Kalajoki,Finland,64.260017,23.950545
Plzeň,Czechia,49.7477415,13.3775249
Leksand,Sweden,60.716667,15.0
Nokomis,Canada,51.510452,-105.008698
Chelyabinsk,Russia,55.1598408,61.4025547
Westlock,Canada,54.2700377,-113.8513211
Mariefred,Sweden,59.2599454,17.2229487
Elmira,Canada,46.4404482,-62.0646864
Barnaul,Russia,53.3475493,83.7788448
Victoria Mines,Canada,46.2436155,-60.1650865
Aalborg,Denmark,57.0462626,9.9215263
Potsdam,Germany,52.4009309,13.0591397
Pori,Finland,61.4865443,21.7968859
Hammaro,Sweden,59.316667,13.55
Humberstone,Canada,49.50171185,-84.7072788679861
Sussex,Canada,45.72229725,-65.50594499304478
Niagara Falls,Canada,43.1065603,-79.0639039
Yorkton,Canada,51.212045,-102.461243
Nizhny Tagil,Russia,57.905149,59.9508466
Wawa,Canada,47.9929283,-84.7740199
Lethbridge,Canada,49.6945782,-112.8331033
Dingolfing,Germany,48.6300801,12.4977434
Glace Bay,Canada,46.1949393,-59.9561999
Ste-Justine,Canada,46.410405,-70.348206
Ilava,Slovakia,48.9985674,18.2307598
Ust-Kamenogorsk,Russia,49.947837,82.6339231
Nanaimo,Canada,49.163877,-123.938122
Herning,Denmark,56.1379757,8.9746623
Portage La Prairie,Canada,49.972422,-98.289185
Ste-Agathe-Des-Monts,Canada,46.046072,-74.279938
Galt,Canada,43.3589869,-80.3152471
Poprad,Slovakia,49.0541521,20.2976401
St-Eustache,Canada,45.5646052,-73.8929714
Ft. Saskatchewan,Canada,53.7128571,-113.2148942
Inverness,Canada,46.2596772,-71.521879
Nove Mesto na Morave,Czechia,49.5616916,16.0744185
Halmstad,Sweden,56.6739826,12.8574827
Clinton,Canada,46.4483936,-63.5478039
Sherbrooke,Canada,45.403271,-71.889038
Newton Robinson,Canada,44.1262562,-79.6852938
Murray Harbour,Canada,46.0040525,-62.5231729
Oulu,Finland,65.0118734,25.4716809
Wilcox,Canada,50.097679,-104.7258
Castor,Canada,52.216667,-111.9
Pincher Creek,Canada,49.4896314,-113.9471472
Lac La Biche,Canada,55.2467859,-111.8354916
Mont Louis,Canada,49.2191155,-65.6972276
Goodsoil,Canada,54.399722,-109.226111
Grenfell,Canada,50.411344,-102.9300253
Ohsweken,Canada,43.0687351,-80.1179909
Ville St-Pierre,Canada,45.4762404,-74.3045286
Ste-Catherine,Canada,45.40049,-73.576257
Carbonear,Canada,47.733123,-53.2366225
Smooth Rock Falls,Canada,49.2768,-81.6311885
Hinton,Canada,53.3990512,-117.5886772
Emsdetten,Germany,52.174687,7.5301756
St. Agapit,Canada,46.562873,-71.435165
Fort Frances,Canada,48.6114425,-93.3967615
Paris,Canada,43.193234,-80.384281
Dauphin,Canada,51.153509,-100.04425
Mannville,Canada,53.3373297,-111.1756071
Sept-Iles,Canada,50.2109579,-66.3790642
Motherwell,United Kingdom,55.7902072,-3.9920191
Togo,Canada,51.4040026,-101.584352
Cayuga,Canada,42.9497266,-79.8585358
Nanton,Canada,50.3481989,-113.770256
Peace River,Canada,56.9023215,-122.627278
Cassiar,Canada,59.2883894,-129.850182
St-Odilon,Canada,46.358065,-70.675735
Riga,Russia,49.8730711,86.4703176
Port Arthur,Canada,48.4348261,-89.2194423
Prince Albert,Canada,53.201097,-105.748901
Assiniboia,Canada,49.6311192,-105.9926494
Elk Point,Canada,53.8999368,-110.8999785
St. Pauls,Canada,45.4203137,-62.5691515
Filmore,Canada,49.8213242,-103.3118311
Krnov,Slovakia,48.5241916,19.3648365
Lloydminster,Canada,53.2816669,-109.98633896592374
Foxwarren,Canada,50.5182852,-101.147994
Iroquois Falls,Canada,48.7672213,-80.6770998
Saint-Narcisse,Canada,46.564054,-72.472
Castlegar,Canada,49.316171,-117.663574
Dresden,Canada,42.5909853,-82.1795314
Red Deer,Canada,52.2690628,-113.8141464
Landsbro,Sweden,57.3696208,14.9013204
Angarsk,Russia,52.5443167,103.8882138
Wawota,Canada,49.9041649,-102.0241117
Sundridge,Canada,45.7104857,-62.850454
Seaforth,Canada,44.6724025,-63.2624061
Capreol,Canada,46.705969,-80.922546
Pitt Meadows,Canada,49.2207623,-122.690153
Chur,Switzerland,46.854747,9.5264904
Cochrane,Canada,50.630898,-82.1914444
Bancroft,Canada,45.0570769,-77.8537127
York,Canada,44.0007518,-79.4372217
Maple Creek,Canada,49.9056917,-109.4800219
Copper Cliff,Canada,46.4743667,-81.067045
Grand Falls,Canada,47.0463119,-67.7393601
Kanata,Canada,61.0666922,-107.991707
Johnstone,United Kingdom,55.836517,-4.5122831
St. John's,Canada,47.5614705,-52.7126162
Mt. Brydges,Canada,42.9097165,-81.4957317
BockträSk,Sweden,65.4185521,18.2519817
Estevan,Canada,49.1428076,-102.991075
Landskrona,Sweden,55.8698007,12.8296734
Canmore,Canada,51.0866897,-115.3481135
Hazelton,Canada,55.2553671,-127.670882
Brno,Slovakia,49.1243786,18.9871864
Cudworth,Canada,52.4895703,-105.7299987
Haileybury,Canada,47.4441901,-79.6360804
Lauzon,Canada,46.8256382,-71.1654982
Ste-Anne-de-Bellevue,Canada,45.4038563,-73.9523976
Belfast,Ireland,54.596391,-5.9301829
Watrous,Canada,51.675148,-105.4655393
Saca,Slovakia,48.6318242,21.1712124
Ilderton,Canada,43.0812001,-81.3751432
Myrnam,Canada,53.6589875,-111.2279257
Skead,Canada,46.6667476,-80.7497967
Bracebridge,Canada,45.041508,-79.310989
Coquitlam,Canada,49.2842958,-122.793281
Vasteras,Sweden,59.6110992,16.5463679
Padoue,Canada,48.577737,-67.9882011
Sydney Mines,Canada,46.2340189,-60.2239916
Jonquiere,Canada,48.4342285,-71.2542735965741
Transcona,Canada,49.8953127,-97.0108481
Lumsden,Canada,49.29413875,-53.58788900435435
Bern,Switzerland,46.9484742,7.4521749
Trelleborg,Sweden,55.37592,13.1461522
Murmansk,Russia,68.970665,33.07497
Chapleau,Canada,47.845632,-83.4018741
Malmo,Sweden,55.6052931,13.0001566
Nitra,Slovakia,48.31295,18.0894593
Slany,Slovakia,48.3199383,19.6845866
Sicamous,Canada,50.8367991,-118.9826386
Zabrze,Poland,50.31428055,18.781576310579183
Shaunavon,Canada,49.6507703,-108.410021
Falun,Sweden,60.6070068,15.6323059
St. Paul,Canada,53.9446204,-111.2100163
Unity,Canada,52.4428508,-109.1548985
Klagenfurt,Austria,46.623943,14.3075976
Bramalea,Canada,43.70139,-79.6919794
Kromeriz,Czechia,49.2984191,17.3929804
Campbell River,Canada,50.023071,-125.244153
Port Alberni,Canada,49.2343668,-124.8056517
Georgetown,Canada,46.1844077,-62.5315437
Rodovre,Denmark,55.6812495,12.4547294
Listowel,Canada,43.731593,-80.952882
Mannheim,Germany,49.4892913,8.4673098
Owen Sound,Canada,44.5678105,-80.9430094
Turku,Finland,60.4517531,22.2670522
Fergus,Canada,43.7059439,-80.3779366
Zhukovskiy,Russia,53.8907473,59.0129537
Rexdale,Canada,43.7213619,-79.5655129
Fort McMurray,Canada,56.7291997,-111.3885221
Leduc,Canada,53.2607825,-113.5511681
Waubaushene,Canada,44.754404,-79.710969
Sorel-Tracy,Canada,46.0435235,-73.1165159
Sodertalje,Sweden,59.1964289,17.6271663
Ajax,Canada,43.8505287,-79.0208814
Nanticoke,Canada,42.8100954,-80.0728118
Essex,Canada,41.875,-82.492891325
Ste-Agathe,Canada,46.11099605,-74.2938383
Swan River,Canada,52.1050567,-101.27054
Shawville,Canada,45.6035643,-76.4914676
Odessa,Russia,43.046165,43.2591659
Hofors,Sweden,60.5,16.333333
Ile Perrot,Canada,46.050293,-71.9814568
Piikkio,Finland,60.4254332,22.5130886
Hamiota,Canada,50.183333,-100.6
Cap-de-la-Madeleine,Canada,46.368253,-72.509079
Feldkirch,Austria,47.2375671,9.5981724
Plattsville,Canada,43.3032583,-80.6215757
Chesterville,Canada,45.962845,-71.822777
Brno,Czechia,49.1922443,16.6113382
Kazan,Russia,55.7823547,49.1242266
St-Georges-de-Beauce,Canada,46.122987,-70.671959
Langenburg,Canada,50.8417915,-101.701553
Lidkoping,Sweden,58.5037196,13.1576427
Palmerston,Canada,43.8341108,-80.8495763
Alliston,Canada,46.0544878,-62.625228911935594
Vyskov,Slovakia,48.9579607,22.1361247
Pisek,Slovakia,48.0973515,17.1080662
Massey,Canada,46.2126468,-82.0771831
Kadan,Czechia,50.3761991,13.2710364
Melfort,Canada,52.8613707,-104.6135544
Forest,Canada,43.1007795,-82.0003357
Chesley,Canada,44.29874,-81.0952892
Hornepayne,Canada,49.2181387,-84.7752864
Hameenlinna,Finland,60.9948584,24.46654
Dadesjo,Sweden,57.0108336,15.1062151
Sceptre,Canada,50.8618041,-109.2683776
Shediac,Canada,46.219454,-64.5492146
Vanier,Canada,45.437155,-75.66498957105331
Caledon,Canada,43.827060149999994,-79.9061036956765
Byron,Canada,42.9561761,-81.3410635
Warburg,Canada,53.1846146,-114.3181098
Jansen,Canada,51.7866985,-104.7152855
Waldheim,Canada,52.6186624,-106.649761
Dawson Creek,Canada,55.7605306,-120.2364453
Brondby,Denmark,55.644111,12.4217135
Matane,Canada,48.8468773,-67.5295498
Bromont,Canada,45.3187339,-72.6463074
Aylmer,Canada,45.3950895,-75.8442452
Bonnyville,Canada,54.4316317,-110.5826304
Elkhorn,Canada,49.9753411,-101.2365875
Narva,Russia,43.0418586,131.4430936
Savonlinna,Finland,61.8689933,28.8797178
Rouyn-Noranda,Canada,48.2420524,-79.0205378
Rimouski,Canada,48.450155,-68.529968
Arnprior,Canada,45.433515,-76.3543692
Alfred,Canada,45.5579611,-74.8825971
Winchester,Canada,45.0928774,-75.35299
Kiruna,Sweden,68.166667,19.5
Ste-Genevieve,Canada,45.4804749,-73.8701544
Eriksdale,Canada,50.866667,-98.1
Jyvaskyla,Finland,62.2417066,25.7495727
Lemoyne,Canada,45.4974558,-73.4943863
Belmont,Canada,53.5931655,-113.394699
Hespeler,Canada,43.4314754,-80.3118603
Kamsack,Canada,51.5645433,-101.8953088
Pickering,Canada,43.835765,-79.090576
Bowmanville,Canada,43.9122995,-78.6891675
Golden,Canada,51.2992217,-116.9642955
King City,Canada,43.929489,-79.5252267
Glenboro,Canada,49.5577313,-99.2877494
St. John,Canada,45.2787992,-66.0585188
Munsingen,Switzerland,46.8739775,7.5631943
Mont-Laurier,Canada,46.5524071,-75.4968899
Karijoki,Finland,62.307535,21.7077697
Powell River,Canada,49.835676,-124.524412
Brussels,Canada,43.7433558,-81.2506263
Eardley,Canada,45.5514566,-76.0983854
Thornhill,Canada,43.8161477,-79.4245925
Selkirk,Canada,50.146986,-96.880188
Stony Mountain,Canada,60.1335322,-135.0359865
Vihti,Finland,60.4168803,24.320558
Inta,Russia,66.039749,60.13158
Newcastle,Canada,47.0344092,-65.53692408475533
Orebro,Sweden,59.2747287,15.2151181
St-Hyacinthe,Canada,45.627484,-72.940636
Kungalv,Sweden,57.9,11.916667
Jonstorp,Sweden,56.2283011,12.6748623
Blainville,Canada,45.67932,-73.87619
Lockport,Canada,50.0858311,-96.9424568
Arvida,Canada,48.425897,-71.1821701
Raahe,Finland,64.6795905,24.4709593
Ljungby,Sweden,56.85,13.933333
Vitkov,Czechia,49.7758144,17.7517864
Strathclair,Canada,50.4044635,-100.3955365
Thorold,Canada,43.1249127,-79.2005935
Strasskirchen,Germany,48.8311567,12.7212851
Craven,Canada,50.7072638,-104.809204
Pierrefonds,Canada,45.4955083,-73.8471749
Siilinjarvi,Finland,63.0743109,27.6623456
Chelsey,Canada,53.363628250000005,-114.225415716441
Lucknow,Canada,43.961848,-81.5172512
Guildford,United Kingdom,51.2356068,-0.5732063
Mantta,Finland,62.0294216,24.6232138
Wheatley,Canada,42.0950707,-82.4630203
Keswick,Canada,53.4190007,-113.636786
Moosomin,Canada,50.1443787,-101.669059
Nizhnekamsk,Russia,55.6412879,51.8160376
Manor,Canada,49.6048061,-102.0858736
Kezmarok,Slovakia,49.1362088,20.4308701
Sjalevad,Sweden,63.2942794,18.6120939
Laurier-Station,Canada,46.540207,-71.632919
White Rock,Canada,49.0235357,-122.797924
Zlin,Slovakia,48.9980751,18.191003
Port Moody,Canada,49.2821981,-122.8293554
Tammela,Finland,60.8087874,23.7598248
Gallivare,Sweden,67.3,20.25
Silton,Canada,50.8067831,-104.9092813
Kitimat,Canada,54.0535577,-128.6540519
Flesherton,Canada,44.2610602,-80.5457496
Maniwaki,Canada,46.3778839,-75.9807967
Zilina,Slovakia,49.2234674,18.7393139
Landshut,Germany,48.536217,12.1516551
Orangeville,Canada,43.9193171,-80.0973754
New Toronto,Canada,43.6007625,-79.505264
St-Gabriel-de-Brandon,Canada,46.2833708,-73.36081772624922
Marmora,Canada,44.4827759,-77.6823297
Uppsala,Sweden,59.8586126,17.6387436
Blackie,Canada,50.6030153,-113.6177721
Zweibrucken,Germany,49.248655,7.3641981
Munkfors,Sweden,59.816667,13.5
St. Andrews,Canada,46.3833994,-62.8531043
Tranas,Sweden,58.05,14.833333
Winnipegosis,Canada,51.6479408,-99.9272871
Saint-Leonard,Canada,47.1651978,-67.9244707
Binscarth,Canada,50.6253639,-101.2832312
Wainwright,Canada,52.8402725,-110.8514344
100 Mile House,Canada,51.6427866,-121.2956943
Consort,Canada,52.0094273,-110.7752786
St. Johns,Canada,43.0754766,-80.0800058
Balsta,Sweden,59.4857789,15.623818
Prelate,Canada,50.8536853,-109.4056982
Alvkarleby,Sweden,60.583333,17.416667
Creston,Canada,49.0971526,-116.5129759
Amos,Canada,48.5718519,-78.1160856
Fort Qu'Appelle,Canada,50.7719106,-103.7958877
Nouvelle,Canada,48.1365262,-66.3096846
Donetsk,Russia,48.3382864,39.9509488
Chilliwack,Canada,49.1709788,-121.95255
St-Leonard,Canada,47.1651978,-67.9244707
Ibstock,United Kingdom,52.6883907,-1.3987871
Grand'Mere,Canada,46.612894,-72.69516
Chemainus,Canada,48.922499,-123.718414
Sainte-Marie,Canada,46.450395,-71.030731
Charlesbourg,Canada,46.89564985,-71.2908285897658
Moers,Germany,51.451283,6.62843
Nassjo,Sweden,57.633333,14.683333
Sturgeon Falls,Canada,46.3653409,-79.9321566
Samedan,Switzerland,46.5332403,9.874586
Saguenay,Canada,48.405959,-71.069183
Angelholm,Sweden,56.2429224,12.8619375
Tashkent,Uzbekistan,41.3123363,69.2787079
Innisfil,Canada,44.3150892,-79.5461073
Hawkesbury,Canada,45.610281,-74.6055611
Willowdale,Canada,43.7615095,-79.4109234
Vorkuta,Russia,67.5035662,64.0627028
Bilovec,Slovakia,48.3748219,17.0017997
Kenogami,Canada,48.4314691,-71.2340717
Dryden,Canada,49.785698,-92.835846
Kemptville,Canada,44.0462261,-65.8349997
Roubaix,France,50.6915893,3.1741734
Richmond,Canada,49.163168,-123.137414
Fort St. James,Canada,54.4446952,-124.2596983
Blenheim,Canada,42.3354182,-81.9974055
Edinburgh,United Kingdom,55.9533456,-3.1883749
Val-d'Or,Canada,48.1023356,-77.7875715
Ste-Angélique,Canada,46.80729,-71.833423
Cowan,Canada,52.0347545,-100.6491295
Gimli,Canada,50.6323125,-96.9881076
Chambly,Canada,45.4483467,-73.2936944
Linkoping,Sweden,58.4098135,15.6245252
Cardinal,Canada,44.7877017,-75.3800984
Drohiczyn,Poland,52.396648,22.658812
Plana,Czechia,48.94367,14.4527685
Lycksele,Sweden,64.6,18.166667
Helsingborg,Sweden,56.0442098,12.703706
Bow Island,Canada,49.8701679,-111.3789489
Olten,Switzerland,47.3496571,7.903787
Dodsland,Canada,51.8,-108.833333
Guysborough,Canada,45.3923746,-61.5007534
Golitsino,Russia,55.6149602,36.9887625
Gaspe,Canada,48.6146774,-66.066572550089
St-Malo,Canada,49.314695,-96.9538228
Amherst,Canada,45.8286903,-64.2040548
Prescott,Canada,44.7184132,-75.5191675
Duchess,Canada,50.7305674,-111.9055311
Caughnawaga,Canada,44.9722578,-75.2810027
Mariapolis,Canada,49.3606932,-98.9888249
Beauceville,Canada,46.210725,-70.774269
Pine Falls,Canada,50.5644747,-96.2175535
Steinbach,Canada,49.530557,-96.69342
Grimsby,Canada,43.1931661,-79.560677
Malartic,Canada,48.137225,-78.125153
Oberlunkhofen,Switzerland,47.311931,8.3904974
Gorky,Russia,56.3264816,44.0051395
Little Current,Canada,45.9800486,-81.9267993
St. Laurent,Canada,50.462625,-97.8203767208582
Boucherville,Canada,45.6050197,-73.4526144
Aura,Finland,60.6499508,22.5865661
Nobleton,Canada,43.9022127,-79.652722
Wetaskiwin,Canada,52.968492,-113.36792
Calw,Germany,48.7112108,8.7452043
Camrose,Canada,53.013131,-112.840576
Umea,Sweden,63.8256568,20.2630745
Manitou,Canada,49.2398981,-98.5388162
Leningrad,Russia,59.9606739,30.1586551
Corner Brook,Canada,48.95317,-57.947388
Ponteix,Canada,49.7459773,-107.4880937
Campbellton,Canada,49.27764925,-54.92271033923269
St. Peter's,Canada,45.6560326,-60.875068
Beaverton,Canada,44.4296227,-79.1550193
Deloraine,Canada,49.1926295,-100.4945182
Spy Hill,Canada,50.603596,-101.6866847
Piestany,Slovakia,48.5895247,17.8213848
Elgin,Canada,42.7269522,-81.3660384
Fargelanda,Sweden,58.583333,12.0
Rokycany,Slovakia,48.9610949,21.1422187
Stoney Creek,Canada,49.987939,-117.9585273
Rocky Mountain House,Canada,52.38196845,-114.91205773182917
St. Martin D'heres,France,45.1836683,5.75448
Kimberley,Canada,49.6850876,-115.9819477
Arkhangelsk,Russia,64.543022,40.537121
Slave Lake,Canada,55.2810741,-114.7717876
Liepāja,Latvia,56.5048435,21.0070903
Swansea,Canada,43.64494,-79.478313
Ayr,Canada,43.2855122,-80.4507012
Cobalt,Canada,47.3962288,-79.6856668
Borlange,Sweden,60.4856426,15.4234561
Pelhrimov,Czechia,49.4308737,15.2232341
Trochu,Canada,51.8261473,-113.229651
Lynden,Canada,43.2364003,-80.1468329
Goderich,Canada,43.7430924,-81.7110949
Chomutov,Czechia,50.4606456,13.4178324
Penza,Russia,53.1937836,45.006741250609664
Tillsonburg,Canada,42.859494,-80.7265015
Quill Lake,Canada,52.0725531,-104.253704
Harrogate,United Kingdom,53.9921491,-1.5391039
Beauport,Canada,46.90711055,-71.21279691763314
Haukipudas,Finland,65.1763737,25.3532265
Maryfield,Canada,49.8363146,-101.5247956
